"","country","company_name","raw_place","norm_place","raw_pay","norm_pay","ratio_pay"
"134","Burkina Faso","MANA MINERALS",18,0.620689655172414,5467734,0.0136918114777218,0.000458289494355067
"135","Burkina Faso","SOCIETE AMPELLA MINING GOLD",19,0.655172413793103,6486130,0.01624198784725,0.000543648472661843
"136","Burkina Faso","GOLDBELT RESOURCES",20,0.689655172413793,7548339,0.0189018768209893,0.000632679728664677
"137","Burkina Faso","NANTOU MINING SA",21,0.724137931034483,16375565,0.0410062283244174,0.00137255203044415
"138","Burkina Faso","GRYPHON MINERALS BURKINA FASO",22,0.758620689655172,25549045,0.0639776381908541,0.002141446331205
"139","Burkina Faso","KALSAKA MINING",23,0.793103448275862,41279623,0.103368747636119,0.00345993743511257
"140","Burkina Faso","BURKINA MINING COMPANY (BMC)",24,0.827586206896552,74220644,0.185856712379041,0.00622095760500921
"141","Burkina Faso","BISSA GOLD",25,0.862068965517241,108053182,0.27057713442387,0.00905670212600613
"142","Burkina Faso","SOCIETE DES MINES DE BELAHOURO (SMB)",26,0.896551724137931,145105924,0.363361303916509,0.0121623547410837
"143","Burkina Faso","SOCIETE DES MINES DE TAPARKO (SOMITA)",27,0.931034482758621,189866698,0.475447239187851,0.0159140720856732
"144","Burkina Faso","SEMAFO BURKINA FASO",28,0.96551724137931,263287413,0.659300840760192,0.0220679819782425
"145","Burkina Faso","IAM GOLD ESSAKANE SA",29,1,399343360,1,0.0334717940793121
"146","Cameroon","",0,0,0,0,0
"147","Cameroon","CAPAM (CADRE D’APPUI ET DE PROMOTION DE L’ARTISANAT MINIER)",1,0.05,14994,9.48621648726961e-06,5.0711076821338e-07
"148","Cameroon","ROCAGLIA",2,0.1,37513,2.37332559081596e-05,1.26872390609501e-06
"149","Cameroon","Murphy Oil",3,0.15,109266,6.91290469986662e-05,3.69547587032167e-06
"150","Cameroon","LES CIMENTERIES DU CAMEROUN",4,0.2,235819,0.00014919501706092,7.97561386216561e-06
"151","Cameroon","Geovic",5,0.25,378849,0.000239685449512179,1.28130190360725e-05
"152","Cameroon","RAZEL FAYAT CAMEROUN",6,0.3,537707,0.000340189743145277,1.8185741619562e-05
"153","Cameroon","Yang Chang Logone",7,0.35,710659,0.000449610852516109,2.40351361496434e-05
"154","Cameroon","Euroil Ltd",8,0.4,941834,0.000595867761709423,3.18536856922423e-05
"155","Cameroon","Noble Energy Cameroon Ltd",9,0.45,1223138,0.000773839659984392,4.13676437782431e-05
"156","Cameroon","Glencore Exploration Cameroon",10,0.5,1513920,0.000957807980819475,5.12021564768308e-05
"157","Cameroon","Rodeo Development LTD (Gaz du Cameroun)",11,0.55,1825122,0.00115469537199403,6.17272922170962e-05
"158","Cameroon","C&K Mining",12,0.6,2145956,0.00135767661652362,7.2578190990537e-05
"159","Cameroon","Kosmos Energy",13,0.65,2560489,0.0016199381730874,8.65980754829871e-05
